scorer,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000
bodyparts,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,left_ear_tip,left_ear_tip,left_ear_tip,right_ear_tip,right_ear_tip,right_ear_tip,left_eye,left_eye,left_eye,right_eye,right_eye,right_eye,neck,neck,neck,mid_back,mid_back,mid_back,mouse_center,mouse_center,mouse_center,mid_backend,mid_backend,mid_backend,mid_backend2,mid_backend2,mid_backend2,mid_backend3,mid_backend3,mid_backend3,tail_base,tail_base,tail_base,tail1,tail1,tail1,tail2,tail2,tail2,tail3,tail3,tail3,tail4,tail4,tail4,tail5,tail5,tail5,left_shoulder,left_shoulder,left_shoulder,left_midside,left_midside,left_midside,left_hip,left_hip,left_hip,right_shoulder,right_shoulder,right_shoulder,right_midside,right_midside,right_midside,right_hip,right_hip,right_hip,tail_end,tail_end,tail_end,head_midpoint,head_midpoint,head_midpoint
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
frame00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame01,,,,,,,,,,,,,,,,,,,,,,507.73640625,436.72910156250003,0.05400000140070915,508.1483203125,436.936171875,0.2199999988079071,525.3151171875,436.66675781249995,0.23999999463558197,560.3389453125,437.2055859375,0.2680000066757202,561.7194140625,433.9592578125,0.7459999918937683,597.3132421875,415.066875,0.7680000066757202,627.316171875,401.28445312499997,0.8920000195503235,631.2772265625,416.18015625,0.3700000047683716,650.5548046875,436.2103125,0.21199999749660492,651.5567578125,471.7573828125,0.2630000114440918,650.37,489.8192578125,0.33000001311302185,632.4706640625001,525.3685546875,0.40700000524520874,506.8190625,470.5416796875,0.5600000023841858,541.780546875,473.89265625,0.871999979019165,578.4275390625,453.63093749999996,0.7979999780654907,,,,,,,543.85125,383.75695312500005,0.7419999837875366,632.3504296875,525.5511328125,0.27399998903274536,,,
frame02,,,,812.3568750000001,293.80828125,0.3100000023841858,826.2483984375,328.671796875,0.028999999165534973,811.2146484374999,276.28078125,0.19200000166893005,,,,,,,,,,809.6048437500001,310.4340234375,0.7739999890327454,777.658125,312.7407421875,0.859000027179718,756.1985156249999,330.0277734375,0.9940000176429749,736.0102734375,343.5675,0.9589999914169312,722.7555468749999,348.8221875,0.9879999756813049,704.43984375,367.2759375,0.9890000224113464,668.2760156249999,400.5875390625,1.0,663.6336328125,405.390234375,1.0,633.336796875,419.69589843750003,1.0,615.6111328125,416.7434765625,0.9990000128746033,595.574296875,415.623515625,0.9990000128746033,578.9596875,417.275625,0.9399999976158142,774.287109375,278.43609375,0.7599999904632568,738.1945312500001,296.39332031249995,0.9900000095367432,686.9167968749999,329.8340625,0.8080000281333923,809.279765625,347.32371093750004,0.625,774.4006640625,364.0941796875,0.5270000100135803,739.1898046875001,396.9137109375,0.9950000047683716,1023.875859375,222.6584765625,0.02800000086426735,811.9850390624999,293.38300781249995,0.0560000017285347
frame03,739.5059765625,241.92046875,0.16200000047683716,774.7791796875,220.0934765625,0.029999999329447746,757.0446093749999,222.8410546875,0.03700000047683716,,,,,,,758.7902343750001,240.0590625,0.04800000041723251,755.5884374999999,239.9722265625,0.3330000042915344,757.9753125,223.3531640625,0.050999999046325684,,,,,,,756.7640625,168.7667578125,0.035999998450279236,775.257890625,169.6640625,0.38199999928474426,775.5273046875001,168.0008203125,0.6940000057220459,808.1419921874999,171.3896484375,0.7409999966621399,822.3118359375001,168.9894140625,0.9760000109672546,846.1939453125001,169.8711328125,0.7480000257492065,865.8144140625001,169.00277343750003,0.734000027179718,881.5406250000001,187.22718749999999,0.10000000149011612,,,,,,,,,,,,,,,,,,,755.9803125000001,170.8107421875,0.026000000536441803,,,,756.554765625,240.31957031250002,0.2639999985694885
frame04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.9425,561.4833984375,0.029999999329447746,667.76390625,543.4794140625,0.08500000089406967,667.7616796875,543.419296875,0.24899999797344208,667.7371875,543.223359375,0.05999999865889549,650.1228515625,543.641953125,0.052000001072883606,615.48421875,400.589765625,0.07400000095367432,615.2593359374999,419.16152343749997,0.06400000303983688,615.070078125,436.0166015625,0.5299999713897705,,,,,,,667.7794921875001,543.4081640625,0.20900000631809235,,,,,,,596.7120703125,560.90671875,0.09300000220537186,614.48671875,471.96890625000003,0.07900000363588333,,,
frame05,133.197421875,115.892578125,0.02500000037252903,186.76851562500002,204.44296874999998,0.04399999976158142,,,,,,,,,,,,,,,,187.846171875,168.0408984375,0.20900000631809235,205.36921875000002,151.36839843750002,0.3440000116825104,204.85933593750002,151.8226171875,0.052000001072883606,293.63015625,169.4503125,0.36500000953674316,292.95773437500003,173.37128906249998,0.9800000190734863,325.456640625,185.575078125,0.9789999723434448,361.9611328125,190.24640625,0.9769999980926514,380.3436328125,190.49355468750002,0.7440000176429749,401.6384765625,189.8923828125,0.6420000195503235,417.3312890625,188.540859375,0.6100000143051147,418.81640625,205.17328125,0.04399999976158142,,,,205.80785156250002,203.97093750000002,0.20000000298023224,258.68203125,203.09367187499998,0.6140000224113464,294.2112890625,220.897265625,0.6230000257492065,222.2799609375,134.1882421875,0.14499999582767487,240.4620703125,133.53140625,0.18799999356269836,311.72765625,151.16578124999998,0.7839999794960022,,,,,,
frame06,498.06421875,189.23554687499998,1.0,421.86234375,175.82941406249998,1.0,431.4744140625,219.694921875,1.0,409.3512890625,168.75339843749998,0.9620000123977661,423.7037109375,227.6370703125,0.9950000047683716,453.2724609375,185.9780859375,0.9990000128746033,455.6593359375,200.0098828125,1.0,419.346328125,193.29902343749998,1.0,390.0603515625,201.668671875,0.9990000128746033,363.51750000000004,200.297109375,1.0,346.8917578125,202.69734375000002,0.9950000047683716,318.53871093749996,206.90109375,1.0,301.12253906250004,207.137109375,1.0,277.692421875,214.98796875,1.0,256.361953125,216.83824218750001,1.0,237.24468750000003,205.093125,0.9950000047683716,220.68128906249999,204.7190625,0.9800000190734863,190.88765625,203.98652343749998,0.9639999866485596,170.291953125,204.095625,0.8560000061988831,400.669921875,173.4826171875,1.0,363.4885546875,170.906484375,1.0,311.83230468749997,168.6732421875,0.9990000128746033,408.88593749999995,240.59789062500002,0.9990000128746033,379.16132812499995,235.2786328125,0.9990000128746033,327.4360546875,253.4295703125,1.0,133.1417578125,204.97957031250002,0.2529999911785126,452.9562890625,189.832265625,1.0
